0,1,2,3,4,5,6,7,8,9,10,11
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.064711675,0.154159,0.11889322,0.10606534,0.058417317,0.02259088,0.17594373,0.011181913,0.044974238,0.12066762,0.13248391,0.06868247
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
0.05635845,0.08286923,0.094541654,0.054750726,0.055859424,0.05747754,0.029246077,0.058061615,0.053926803,0.053773783,0.072884426,0.040057138
